source_id,all_0 summary,all_1 summary,all_2 summary,all_3 summary
688751183645782016,President Obama is bringing peace to the Middle East.,POTUS sold out America for $1.7 billion.,POTUS is doing a great job.,POTUS is doing a good job.
688752484966363136,POTUS wants to punish Saudi Arabia.,POTUS wants to end the war in Syria.,@POTUS doesn't respect the court orders.,The US is sanctioning Iran for human rights violations.
688757736310484994,President Obama made a deal with Iran.,@POTUS wants to give money to Iran.,POTUS is doing a good job.,WhiteHouse and POTUS are at loggerheads on Twitter.
688763099298529280,Boing @wilw thinks they are trying to escalate the situation.,Boing is a person who uses violence in the pursuit of political aims.,Boing is angry at Wilw.,Boing doesn't like it when people don't follow the rules.
688763993633107968,POTUS wants to make a deal with Iran.,@WhiteHouse @POTUS is a hypocrite.,John Kerry and White House don't like each other.,The Iranians are testing nuclear weapons.
688814621034213376,"According to Wikipedia, it's called",It's only the beginning of the story.,The last nite is boring.,What message do you want to send?
688932211714818048,There was a debate on Twitter about how much money should be donated to charity.,There's a problem with the water supply in Arkansas.,There is a problem with corruption in politics.,@nprpolitics is the only one who called for the resignation of the governor.
689100941119848449,The following files are from BBC News.,There is no doubt about it.,The BBC reports that a man has been arrested in Morocco.,It's very difficult to know where to start.
689103487880310785,The BBC is breaking some news.,There is a break in the news at BBC.,The BBC has lost some of its subscribers.,The BBC is looking for feedback.
689208632148365314,BBC broke the news that the band is breaking up.,"Glenn Frey, a member of the band Eagles, has died.",The BBC is breaking the news that a famous musician has died.,"Glenn Frey, guitarist of the band Eagles, has died."
689214940679409664,There's a new band in town.,It's sad news for Eagles fans.,"The song ""Break"" was composed by Robert Frost.",The time has come for the end of the world.
689236842454106113,President Obama is not helping the unemployed.,The unemployment rate is below 6%.,WhiteHouse wants POTUS to give more money to the unemployed.,WhiteHouse is trying to get more people to work.
689529955294777344,The BBC is breaking a story.,The BBC is breaking the news.,The BBC is breaking the news.,The BBC is breaking the news.
689549346875031552,There's a break in Sky News.,There's a break in Sky News.,There is a break in Sky News.,There's a break in Sky News.
689555819059351552,BBC broke a story about a terrorist attack.,BBC broke a story about a terrorist attack.,BBC broke a story about the Islamic State.,BBC broke the news about Jihadi John.
689650617464311813,The key to a better world is communication.,There is no such thing as too much information.,The Internet is a wonderful thing.,He'll be doing something and will let you know.
689694470779097088,BBC is reporting about a terrorist attack on a school in Pakistan.,BBC is reporting on a terrorist attack in Pakistan.,Two people were killed in a terrorist attack in Pakistan.,The BBC is breaking the news about the attacks in Pakistan.
689719109785907200,Two people were killed in an attack in Pakistan.,Two people were killed in a terrorist attack in Pakistan.,The BBC is breaking the news about the attack in Pakistan.,The BBC broke the news about a mass killing in Pakistan.
689722724470620161,Two students were killed in a school attack in Pakistan.,BBC broke the news about the attack in Pakistan.,Two people were killed in Pakistan.,The BBC broke the news about a terrorist attack in Pakistan.
689798164287741953,The BBC is reporting on the situation in Syria.,A car bomb exploded near the Russian embassy in Kabul.,The BBC is reporting on the war in Afghanistan.,The end of the world is nigh.
689799953330368513,Boing asks why on earth would I vote for that.,Boing has found something interesting.,There's nothing to explain this to me.,Boing can do some research.
689833530197671936,The content of this article is subject to change without notice.,"It's all in the data, as they say.",The world has changed since the beginning of time.,It's raining in the UK.
689853056440221696,"It's not true, but it's possible.",The following files are available to download.,It's good to see Donald Trump.,It's not like it used to be.
689922870689009664,Eminem has never won an award.,Sam Smith won an award last year.,@usweekly and @lil_mis are angry at each other.,@lil_mis_ and @usweekly think there is no such thing as white privilege.
690137637810761728,The BBC is breaking the news.,BBC is in violation of international law.,The BBC is breaking the news.,BBC broke a story about Putin shooting a missile at a plane.
690145844318834689,The URL is https://www.facebook.com/pages/,There is no such thing as a free lunch.,There is no such thing as too much information.,There is no such thing as too much information.
690174644071047168,It's a fact that Trump supporters are the most racist.,They let their guard down.,"There's nothing wrong with being smart, but it's not always easy.",There is no such thing as a free lunch.
690252631822864384,WhiteHouse is angry at Trump for giving money to Ford.,POTUS wants to buy a car from White House.,White House wants to buy a new car.,President Trump is trying to save the auto industry.
690296550803636224,WhiteHouse is angry at President Trump for not doing more to protect the environment.,There is a problem with the water supply in Michigan.,WhiteHouse is angry with President Trump.,WhiteHouse wants Trump to stop persecuting Michiganders.
690431187916099584,BBC broke a story about a man being arrested in North Korea.,BBC is breaking a story about Donald Trump.,BBC reports that North Korea has arrested a student.,BBC broke the news about the arrest of a North Korean student.
690522824797196288,BBC broke a story about a paedophile.,The BBC broke the news that a girl has been murdered.,The BBC broke a story about a woman being imprisoned for having an abortion.,The BBC is breaking a story about a woman who was convicted of rape.
690567125128351744,@POTUS thinks it's okay to kill unborn children.,WhiteHouse and POTUS don't agree on abortion.,WhiteHouse is angry with POTUS for supporting abortion.,POTUS wants to take away a woman's right to abortion.
690670464440504320,It's snowing in POTUS' house.,It's snowing in the White House.,POTUS shares a picture of the Oval Office with White House.,It's snowing in the White House.
690676539323740161,The BBC is reporting that 5 people have been killed in Northern Ireland.,The BBC is breaking the news.,Justin Trudeau says five people are dead in the UK.,The BBC broke the news about Justin Trudeau.
690680310061756416,Two people were killed in a school shooting in Canada.,There was a shooting at a school in Canada.,The BBC broke a story on Twitter.,The BBC is breaking a story.
690915657106526208,The best quotes from Davos.,The Internet is full of women.,Davos shares a video of a fight.,There's a link to the article.
